Lokalizacja,Ulica,Liczba Pokoi,Metraż (m²),Cena Całkowita (zł),Cena za m² (zł),Typ Oferty,Data Dodania,Liczba Zdjęć,Link do Oferty,Link do Zdjęcia
Łódź Górna,ul. Tatrzańska,2,36,345000,9583,Bez pośredników,ponad tydzień temu,6,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-tatrzanska-2-pokojowe-m6m9p2,https://s2.adresowa.pl/oi/69/3f/396898_5fcf_cover-2-pokojowe-mieszkanie-lodz-gorna-ul-tatrzanska.jpg
Łódź Bałuty,ul. Okopowa,2,46,539000,11717,Bez pośredników,ponad tydzień temu,20,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-okopowa-2-pokojowe-b3t2b4,https://s2.adresowa.pl/oi/13/6c/39682e_3415_cover-2-pokojowe-mieszkanie-lodz-baluty-ul-okopowa.jpg
,,,,,,Pośrednik,,,https://adresowo.pl/mieszkania/lodz/baluty-P/,
Łódź Żabieniec,ul. Wielkopolska,4,70,660000,9476,Bez pośredników,ponad tydzień temu,29,https://adresowo.pl/o/mieszkanie-lodz-zabieniec-ul-wielkopolska-4-pokojowe-a3l4a1,https://s2.adresowa.pl/oi/25/16/3967b6_93f2_cover-4-pokojowe-mieszkanie-lodz-zabieniec-ul-wielkopolska.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Łódź Górna,ul. Smocza,3,62,430000,6935,Oferta biura nieruchomości,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-smocza-3-pokojowe-j5j9r4,https://s2.adresowa.pl/oi/3c/44/37faf6_9a70_cover-3-pokojowe-mieszkanie-lodz-gorna-ul-smocza.jpg
Łódź Dąbrowa,ul. Deotymy,3,53,373700,7098,Oferta biura nieruchomości,ponad miesiąc temu,15,https://adresowo.pl/o/mieszkanie-lodz-dabrowa-ul-deotymy-3-pokojowe-k0m9k3,https://s2.adresowa.pl/oi/64/2f/37f850_db8f_cover-3-pokojowe-mieszkanie-lodz-dabrowa-ul-deotymy.jpg
Łódź Górna,ul. Władysława Umińskiego,2,32,250000,7924,Bez pośredników,ponad tydzień temu,3,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-wladyslawa-uminskiego-2-pokojowe-l4p2m3,https://s2.adresowa.pl/oi/1f/4e/3966de_b9ae_cover-2-pokojowe-mieszkanie-lodz-gorna-ul-wladyslawa-uminskiego.jpg
Łódź Rogi,ul. Warszawska,3,74,1250000,16849,Bez pośredników,ponad tydzień temu,20,https://adresowo.pl/o/mieszkanie-lodz-rogi-ul-warszawska-3-pokojowe-g0q5i0,https://s2.adresowa.pl/oi/7a/7b/3966d4_fb4e_cover-3-pokojowe-mieszkanie-lodz-rogi-ul-warszawska.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Łódź Bałuty,ul. Łanowa,1,28,225000,7951,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-lanowa-1-pokoj-x2t9m7,https://s2.adresowa.pl/oi/51/70/396662_9271_cover-1-pokojowe-mieszkanie-lodz-baluty-ul-lanowa.jpg
Łódź Marysin,ul. Przemysłowa,3,43,424000,9900,Oferta biura nieruchomości,ponad miesiąc temu,17,https://adresowo.pl/o/mieszkanie-lodz-marysin-ul-przemyslowa-3-pokojowe-d9a6b9,https://s2.adresowa.pl/oi/28/2e/37f84e_7f63_cover-3-pokojowe-mieszkanie-lodz-marysin-ul-przemyslowa.jpg
Łódź Romanów,ul. Romanowska,3,70,610000,8662,Oferta biura nieruchomości,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-lodz-romanow-ul-romanowska-3-pokojowe-d8k2w6,https://s2.adresowa.pl/oi/29/46/37f47c_b054_cover-3-pokojowe-mieszkanie-lodz-romanow-ul-romanowska.jpg
Łódź Doły,ul. Emilii Plater,1,23,250000,10860,Bez pośredników,ponad tydzień temu,14,https://adresowo.pl/o/mieszkanie-lodz-doly-ul-emilii-plater-1-pokoj-r4t3q7,https://s2.adresowa.pl/oi/20/5a/3963dc_8e39_cover-1-pokojowe-mieszkanie-lodz-doly-ul-emilii-plater.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Łódź Żubardź,,2,41,369000,8969,Bez pośredników,ponad tydzień temu,14,https://adresowo.pl/o/mieszkanie-lodz-zubardz-2-pokojowe-41-m2-z1u0i3,https://s2.adresowa.pl/oi/78/29/396386_c4fb_cover-2-pokojowe-mieszkanie-lodz-zubardz.jpg
Łódź Karolew,ul. Narciarska,3,54,465000,8611,Bez pośredników,ponad tydzień temu,12,https://adresowo.pl/o/mieszkanie-lodz-karolew-ul-narciarska-3-pokojowe-e5u4c1,https://s2.adresowa.pl/oi/76/26/39630c_71a0_cover-3-pokojowe-mieszkanie-lodz-karolew-ul-narciarska.jpg
Łódź Stoki,ul. Zbocze,3,61,340000,5569,Oferta biura nieruchomości,ponad miesiąc temu,10,https://adresowo.pl/o/mieszkanie-lodz-stoki-ul-zbocze-3-pokojowe-z2e2v4,https://s2.adresowa.pl/oi/4b/1b/37e660_9e96_cover-3-pokojowe-mieszkanie-lodz-stoki-ul-zbocze.jpg
Łódź Bałuty,ul. Łagiewnicka,1,18,225000,12458,Oferta biura nieruchomości,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-lagiewnicka-1-pokoj-x5p6m7,https://s2.adresowa.pl/oi/13/35/37e618_6d89_cover-1-pokojowe-mieszkanie-lodz-baluty-ul-lagiewnicka.jpg
Łódź Śródmieście,ul. 6 Sierpnia,1,23,220000,9565,Bez pośredników,ponad tydzień temu,6,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-6-sierpnia-1-pokoj-c9y6z3,https://s2.adresowa.pl/oi/78/71/395fbe_445b_cover-1-pokojowe-mieszkanie-lodz-srodmiescie-ul-6-sierpnia.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Łódź Retkinia,ul. Armii Krajowej,3,53,418000,7887,Bez pośredników,ponad tydzień temu,9,https://adresowo.pl/o/mieszkanie-lodz-retkinia-ul-armii-krajowej-3-pokojowe-e6v1p0,https://s2.adresowa.pl/oi/3c/62/396292_c5f7_cover-3-pokojowe-mieszkanie-lodz-retkinia-ul-armii-krajowej.jpg
Łódź Śródmieście,,1,38,370000,9804,Bez pośredników,ponad tydzień temu,9,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-1-pokoj-37-m2-i3h4k0,https://s2.adresowa.pl/oi/3d/4f/3961ca_ef3a_cover-1-pokojowe-mieszkanie-lodz-srodmiescie.jpg
Łódź,ul. Pilota Stanisława Wigury,4,89,579000,6506,Oferta biura nieruchomości,ponad miesiąc temu,14,https://adresowo.pl/o/mieszkanie-lodz-ul-pilota-stanislawa-wigury-4-pokojowe-h0s8x9,https://s2.adresowa.pl/oi/33/49/37d7e6_3645_cover-4-pokojowe-mieszkanie-lodz-ul-pilota-stanislawa-wigury.jpg
Łódź Śródmieście,ul. ks. bp. Wincentego Tymienieckiego,2,46,640000,13913,Oferta biura nieruchomości,ponad miesiąc temu,6,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-ks-bp-wincentego-tymienieckiego-2-pokojowe-g6r7n2,https://s2.adresowa.pl/oi/5c/23/37cea8_eda6_cover-2-pokojowe-mieszkanie-lodz-srodmiescie-ul-ks-bp-wincentego-tymienieckiego.jpg
Łódź Śródmieście,ul. Piotrkowska,2,43,429000,9977,Bez pośredników,ponad tydzień temu,12,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-piotrkowska-2-pokojowe-g4q4n4,https://s2.adresowa.pl/oi/3a/3c/395fd0_731a_cover-2-pokojowe-mieszkanie-lodz-srodmiescie-ul-piotrkowska.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Łódź Bałuty,,2,43,335000,7791,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-lodz-baluty-2-pokojowe-43-m2-m4o6q6,https://s2.adresowa.pl/oi/1d/68/395f5a_8f6d_cover-2-pokojowe-mieszkanie-lodz-baluty.jpg
Łódź Polesie,ul. Traktorowa,2,40,530000,13250,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-lodz-polesie-ul-traktorowa-2-pokojowe-s7y5p4,https://s2.adresowa.pl/oi/4e/31/395ec0_8894_cover-2-pokojowe-mieszkanie-lodz-polesie-ul-traktorowa.jpg
Łódź Śródmieście,ul. Stefana Jaracza,4,119,649999,5462,Oferta biura nieruchomości,ponad miesiąc temu,10,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-stefana-jaracza-4-pokojowe-j7m1l6,https://s2.adresowa.pl/oi/12/25/37c8ca_ca9a_cover-4-pokojowe-mieszkanie-lodz-srodmiescie-ul-stefana-jaracza.jpg
Łódź Śródmieście,ul. Wodna,2,40,399999,10124,Oferta biura nieruchomości,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-wodna-2-pokojowe-d6q0v4,https://s2.adresowa.pl/oi/6f/75/37c8bc_46ed_cover-2-pokojowe-mieszkanie-lodz-srodmiescie-ul-wodna.jpg
Łódź Widzew,ul. Konstytucyjna,3,44,465000,10568,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-konstytucyjna-3-pokojowe-c9t3n1,https://s2.adresowa.pl/oi/67/57/395e00_e1fb_cover-3-pokojowe-mieszkanie-lodz-widzew-ul-konstytucyjna.jpg
Łódź Śródmieście,ul. gen. Jarosława Dąbrowskiego,2,38,340000,8947,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-gen-jaroslawa-dabrowskiego-2-pokojowe-h9k6h9,https://s2.adresowa.pl/oi/2f/4f/395c2c_7d09_cover-2-pokojowe-mieszkanie-lodz-srodmiescie-ul-gen-jaroslawa-dabrowskiego.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Łódź Radogoszcz,ul. Biedronkowa,2,42,365000,8690,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-lodz-radogoszcz-ul-biedronkowa-2-pokojowe-u6k9t5,https://s2.adresowa.pl/oi/75/56/395c22_9cc3_cover-2-pokojowe-mieszkanie-lodz-radogoszcz-ul-biedronkowa.jpg
Łódź Śródmieście,ul. Rewolucji 1905 r.,3,48,529999,11109,Oferta biura nieruchomości,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-rewolucji-1905-r-3-pokojowe-j3h3f4,https://s2.adresowa.pl/oi/36/6b/37c8b6_f059_cover-3-pokojowe-mieszkanie-lodz-srodmiescie-ul-rewolucji-1905-r-.jpg
Łódź Widzew,ul. Wodna,4,112,990000,8806,Oferta biura nieruchomości,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-wodna-4-pokojowe-i3w6z6,https://s2.adresowa.pl/oi/33/7e/37c8b8_db62_cover-4-pokojowe-mieszkanie-lodz-widzew-ul-wodna.jpg
Łódź Polesie,,2,45,305000,6778,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-lodz-polesie-2-pokojowe-45-m2-z8z6b3,https://s2.adresowa.pl/oi/73/14/395b8c_f9bb_cover-2-pokojowe-mieszkanie-lodz-polesie.jpg
Łódź Bałuty,ul. Inowrocławska,3,58,460000,7931,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-inowroclawska-3-pokojowe-q4p9v3,https://s2.adresowa.pl/oi/72/33/3959ea_8668_cover-3-pokojowe-mieszkanie-lodz-baluty-ul-inowroclawska.jpg
Łódź Bałuty,ul. Jana Woronicza,2,44,343000,7836,Bez pośredników,ponad tydzień temu,13,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-jana-woronicza-2-pokojowe-d3c8k5,https://s2.adresowa.pl/oi/1d/75/395832_d6d3_cover-2-pokojowe-mieszkanie-lodz-baluty-ul-jana-woronicza.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Łódź Górna,ul. Pabianicka,3,96,329000,3415,Oferta biura nieruchomości,ponad miesiąc temu,10,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-pabianicka-3-pokojowe-r2w4w4,https://s2.adresowa.pl/oi/62/47/37c8ae_680f_cover-3-pokojowe-mieszkanie-lodz-gorna-ul-pabianicka.jpg
Łódź,,2,38,259000,6762,Oferta biura nieruchomości,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-lodz-2-pokojowe-38-m2-x0r3b1,https://s2.adresowa.pl/oi/68/38/37c812_399a_cover-2-pokojowe-mieszkanie-lodz.jpg
Łódź Górna,ul. Świętego Mikołaja,5,142,1299900,9184,Bez pośredników,ponad tydzień temu,15,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-swietego-mikolaja-5-pokojowe-z8a8g6,https://s2.adresowa.pl/oi/39/42/3957c0_fe9d_cover-5-pokojowe-mieszkanie-lodz-gorna-ul-swietego-mikolaja.jpg
Łódź Bałuty,ul. Czeremoska,3,57,650000,11404,Bez pośredników,ponad tydzień temu,10,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-czeremoska-3-pokojowe-n5h0w4,https://s2.adresowa.pl/oi/5a/6f/39571e_74fd_cover-3-pokojowe-mieszkanie-lodz-baluty-ul-czeremoska.jpg
Łódź Polesie,ul. Walerego Wróblewskiego,2,48,430000,8958,Bez pośredników,ponad tydzień temu,12,https://adresowo.pl/o/mieszkanie-lodz-polesie-ul-walerego-wroblewskiego-2-pokojowe-q4d8p4,https://s2.adresowa.pl/oi/27/42/395584_50f2_cover-2-pokojowe-mieszkanie-lodz-polesie-ul-walerego-wroblewskiego.jpg
Łódź Widzew,ul. 10 Lutego,2,59,550000,9292,Oferta biura nieruchomości,ponad miesiąc temu,4,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-10-lutego-2-pokojowe-q5f8o8,https://s2.adresowa.pl/oi/3d/6c/37ba66_8f3e_cover-2-pokojowe-mieszkanie-lodz-widzew-ul-10-lutego.jpg
Łódź Widzew,ul. Józefa,3,54,480000,8910,Oferta biura nieruchomości,ponad miesiąc temu,16,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-jozefa-3-pokojowe-h9h8r5,https://s2.adresowa.pl/oi/1e/36/37985a_428f_cover-3-pokojowe-mieszkanie-lodz-widzew-ul-jozefa.jpg
Łódź Bałuty,ul. Zielna,2,47,300000,6383,Bez pośredników,ponad tydzień temu,6,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-zielna-2-pokojowe-w5k8b5,https://s2.adresowa.pl/oi/11/2a/39554c_2c28_cover-2-pokojowe-mieszkanie-lodz-baluty-ul-zielna.jpg
Łódź Polesie,ul. Minerska,4,72,809000,11236,Bez pośredników,ponad tydzień temu,7,https://adresowo.pl/o/mieszkanie-lodz-polesie-ul-minerska-4-pokojowe-z7i0z3,https://s2.adresowa.pl/oi/15/1f/39542c_28e8_cover-4-pokojowe-mieszkanie-lodz-polesie-ul-minerska.jpg
Łódź Widzew,ul. Juliusza Jurczyńskiego,3,62,462000,7441,Bez pośredników,ponad tydzień temu,1,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-juliusza-jurczynskiego-3-pokojowe-t5s6q1,https://s2.adresowa.pl/oi/7c/30/395322_646f_cover-3-pokojowe-mieszkanie-lodz-widzew-ul-juliusza-jurczynskiego.jpg
Łódź Górna,ul. Płocka,1,29,240000,8186,Oferta biura nieruchomości,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-plocka-1-pokoj-r5o1p6,https://s2.adresowa.pl/oi/5f/77/378ae2_f38e_cover-1-pokojowe-mieszkanie-lodz-gorna-ul-plocka.jpg
Łódź Śródmieście,ul. Prezydenta Gabriela Narutowicza,3,88,680000,7747,Oferta biura nieruchomości,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-prezydenta-gabriela-narutowicza-3-pokojowe-s0l2m5,https://s2.adresowa.pl/oi/16/6c/3779ce_898d_cover-3-pokojowe-mieszkanie-lodz-srodmiescie-ul-prezydenta-gabriela-narutowicza.jpg
Łódź Polesie,ul. Hufcowa,2,43,409000,9624,Bez pośredników,ponad tydzień temu,12,https://adresowo.pl/o/mieszkanie-lodz-polesie-ul-hufcowa-2-pokojowe-n6p4t5,https://s2.adresowa.pl/oi/5f/3f/3952e4_28dc_cover-2-pokojowe-mieszkanie-lodz-polesie-ul-hufcowa.jpg
Łódź Polesie,al. Adama Mickiewicza,3,82,1280000,15591,Bez pośredników,ponad tydzień temu,13,https://adresowo.pl/o/mieszkanie-lodz-polesie-al-adama-mickiewicza-3-pokojowe-b8m5s6,https://s2.adresowa.pl/oi/77/10/395108_6bb9_cover-3-pokojowe-mieszkanie-lodz-polesie-al-adama-mickiewicza.jpg
Łódź Dąbrowa,ul. Poli Gojawiczyńskiej,2,45,430000,9556,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-lodz-dabrowa-ul-poli-gojawiczynskiej-2-pokojowe-t8h9j5,https://s2.adresowa.pl/oi/42/29/39500c_85b5_cover-2-pokojowe-mieszkanie-lodz-dabrowa-ul-poli-gojawiczynskiej.jpg
Łódź Dąbrowa,ul. Podgórna,1,24,199000,8292,Oferta biura nieruchomości,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-lodz-dabrowa-ul-podgorna-1-pokoj-v8p6p0,https://s2.adresowa.pl/oi/2a/3a/377198_2fb5_cover-1-pokojowe-mieszkanie-lodz-dabrowa-ul-podgorna.jpg
Łódź Śródmieście,ul. Targowa,1,35,599999,17143,Oferta biura nieruchomości,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-targowa-1-pokoj-b0h4l8,https://s2.adresowa.pl/oi/47/72/37714e_2ae5_cover-1-pokojowe-mieszkanie-lodz-srodmiescie-ul-targowa.jpg
Łódź Bałuty,ul. Gnieźnieńska,2,42,420000,9974,Bez pośredników,ponad tydzień temu,7,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-gnieznienska-2-pokojowe-e3l9q3,https://s2.adresowa.pl/oi/23/2e/394f8e_42ff_cover-2-pokojowe-mieszkanie-lodz-baluty-ul-gnieznienska.jpg
Łódź Bałuty,ul. gen. Karola Kniaziewicza,2,42,399000,9500,Bez pośredników,ponad tydzień temu,19,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-gen-karola-kniaziewicza-2-pokojowe-g2m3y4,https://s2.adresowa.pl/oi/19/62/394eda_43a5_cover-2-pokojowe-mieszkanie-lodz-baluty-ul-gen-karola-kniaziewicza.jpg
Łódź Polesie,ul. Mikołaja Kopernika,2,48,699000,14563,Bez pośredników,ponad tydzień temu,1,https://adresowo.pl/o/mieszkanie-lodz-polesie-ul-mikolaja-kopernika-2-pokojowe-w3d6v8,https://s2.adresowa.pl/oi/21/24/394d6c_3dbb_cover-2-pokojowe-mieszkanie-lodz-polesie-ul-mikolaja-kopernika.jpg
Łódź Śródmieście,ul. Dowborczyków,2,55,280000,5095,Oferta biura nieruchomości,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-dowborczykow-2-pokojowe-s3t5o9,https://s2.adresowa.pl/oi/1c/72/376736_b9e0_cover-2-pokojowe-mieszkanie-lodz-srodmiescie-ul-dowborczykow.jpg
Łódź Bałuty,ul. Sukiennicza,2,38,265000,6919,Oferta biura nieruchomości,ponad miesiąc temu,10,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-sukiennicza-2-pokojowe-z0p3v1,https://s2.adresowa.pl/oi/50/5e/375b36_5dec_cover-2-pokojowe-mieszkanie-lodz-baluty-ul-sukiennicza.jpg
Łódź,,3,55,779000,14164,Bez pośredników,ponad tydzień temu,1,https://adresowo.pl/o/mieszkanie-lodz-3-pokojowe-55-m2-r0c1i6,https://s2.adresowa.pl/oi/5c/4e/394d66_ea6b_cover-3-pokojowe-mieszkanie-lodz.jpg
Łódź Polesie,ul. Falista,1,36,499000,13815,Bez pośredników,ponad tydzień temu,10,https://adresowo.pl/o/mieszkanie-lodz-polesie-ul-falista-1-pokoj-l0c9k0,https://s2.adresowa.pl/oi/1e/5f/394d3a_2f91_cover-1-pokojowe-mieszkanie-lodz-polesie-ul-falista.jpg
Łódź Julianów,ul. Nad Sokołówką,2,56,660000,11786,Bez pośredników,ponad tydzień temu,9,https://adresowo.pl/o/mieszkanie-lodz-julianow-ul-nad-sokolowka-2-pokojowe-m3n4m6,https://s2.adresowa.pl/oi/1d/6c/394d2e_7fe2_cover-2-pokojowe-mieszkanie-lodz-julianow-ul-nad-sokolowka.jpg
Łódź Julianów,ul. gen. Karola Kniaziewicza,2,47,300000,6445,Oferta biura nieruchomości,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-lodz-julianow-ul-gen-karola-kniaziewicza-2-pokojowe-r1i0k6,https://s2.adresowa.pl/oi/70/34/375b38_e367_cover-2-pokojowe-mieszkanie-lodz-julianow-ul-gen-karola-kniaziewicza.jpg
Łódź Bałuty,ul. Obornicka,2,45,379000,8398,Oferta biura nieruchomości,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-obornicka-2-pokojowe-n0d2l6,https://s2.adresowa.pl/oi/13/4b/373e28_cede_cover-2-pokojowe-mieszkanie-lodz-baluty-ul-obornicka.jpg
Łódź Teofilów,ul. Wici,2,38,285000,7540,Bez pośredników,ponad tydzień temu,7,https://adresowo.pl/o/mieszkanie-lodz-teofilow-ul-wici-2-pokojowe-s6d7l1,https://s2.adresowa.pl/oi/49/25/394d14_486b_cover-2-pokojowe-mieszkanie-lodz-teofilow-ul-wici.jpg
Łódź Górna,ul. Stanisława Przybyszewskiego,6,68,590000,8633,Bez pośredników,ponad tydzień temu,4,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-stanislawa-przybyszewskiego-6-pokojowe-b6g8o5,https://s2.adresowa.pl/oi/34/50/394cba_fe8c_cover-6-pokojowe-mieszkanie-lodz-gorna-ul-stanislawa-przybyszewskiego.jpg
Łódź Bałuty,ul. Sitowie,2,42,370000,8722,Bez pośredników,ponad tydzień temu,7,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-sitowie-2-pokojowe-i6c4t4,https://s2.adresowa.pl/oi/52/7b/394a64_49aa_cover-2-pokojowe-mieszkanie-lodz-baluty-ul-sitowie.jpg
Łódź Bałuty,ul. Łagiewnicka,2,38,299000,7868,Oferta biura nieruchomości,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-lagiewnicka-2-pokojowe-i5s0v5,https://s2.adresowa.pl/oi/73/79/373d5e_2e5b_cover-2-pokojowe-mieszkanie-lodz-baluty-ul-lagiewnicka.jpg
Łódź Olechów,ul. Mariana Cynarskiego,2,42,395000,9470,Oferta biura nieruchomości,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-lodz-olechow-ul-mariana-cynarskiego-2-pokojowe-x4m6o9,https://s2.adresowa.pl/oi/75/3f/3739aa_7f1e_cover-2-pokojowe-mieszkanie-lodz-olechow-ul-mariana-cynarskiego.jpg
Łódź Widzew,ul. Marynarzy Polskich,3,70,320000,4571,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-marynarzy-polskich-3-pokojowe-j2e7z7,https://s2.adresowa.pl/oi/53/69/394956_d399_cover-3-pokojowe-mieszkanie-lodz-widzew-ul-marynarzy-polskich.jpg
Łódź Górna,ul. Energetyków,2,47,423000,9000,Bez pośredników,ponad tydzień temu,15,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-energetykow-2-pokojowe-n3s5y3,https://s2.adresowa.pl/oi/53/60/39491a_e258_cover-2-pokojowe-mieszkanie-lodz-gorna-ul-energetykow.jpg
Łódź Retkinia,ul. Kostki Napierskiego,2,38,399000,10500,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-lodz-retkinia-ul-kostki-napierskiego-2-pokojowe-x9n2b1,https://s2.adresowa.pl/oi/20/5e/39478e_4c61_cover-2-pokojowe-mieszkanie-lodz-retkinia-ul-kostki-napierskiego.jpg
Łódź Teofilów,ul. Traktorowa,2,45,387000,8581,Oferta biura nieruchomości,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-lodz-teofilow-ul-traktorowa-2-pokojowe-g7l5w8,https://s2.adresowa.pl/oi/30/55/372248_7e95_cover-2-pokojowe-mieszkanie-lodz-teofilow-ul-traktorowa.jpg
Łódź,ul. Rojna,2,45,334000,7422,Oferta biura nieruchomości,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-lodz-ul-rojna-2-pokojowe-v2o3t2,https://s2.adresowa.pl/oi/7d/44/3707f6_b110_cover-2-pokojowe-mieszkanie-lodz-ul-rojna.jpg
Łódź Polesie,ul. Rąbieńska,3,71,899000,12752,Bez pośredników,ponad tydzień temu,14,https://adresowo.pl/o/mieszkanie-lodz-polesie-ul-rabienska-3-pokojowe-e6f1s6,https://s2.adresowa.pl/oi/31/5b/394636_6b21_cover-3-pokojowe-mieszkanie-lodz-polesie-ul-rabienska.jpg
Łódź Śródmieście,ul. Mikołaja Kopernika,4,84,812860,9700,Bez pośredników,ponad tydzień temu,12,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-mikolaja-kopernika-4-pokojowe-m6u3p1,https://s2.adresowa.pl/oi/76/30/3945f2_e7a7_cover-4-pokojowe-mieszkanie-lodz-srodmiescie-ul-mikolaja-kopernika.jpg
Łódź Śródmieście,ul. Williama Lindleya,2,31,371405,11950,Bez pośredników,ponad tydzień temu,6,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-williama-lindleya-2-pokojowe-p0u7n1,https://s2.adresowa.pl/oi/2a/33/3941b8_d9ba_cover-2-pokojowe-mieszkanie-lodz-srodmiescie-ul-williama-lindleya.jpg
Łódź Stare Polesie,ul. Garnizonowa,3,67,1120000,16819,Oferta biura nieruchomości,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-lodz-stare-polesie-ul-garnizonowa-3-pokojowe-w3l1s7,https://s2.adresowa.pl/oi/1b/30/36f5b4_ab71_cover-3-pokojowe-mieszkanie-lodz-stare-polesie-ul-garnizonowa.jpg
Łódź Widzew,ul. Wysoka,3,47,299000,6354,Oferta biura nieruchomości,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-wysoka-3-pokojowe-d4c9p4,https://s2.adresowa.pl/oi/53/5b/369448_8acd_cover-3-pokojowe-mieszkanie-lodz-widzew-ul-wysoka.jpg
Łódź Radogoszcz,,4,85,650000,7647,Bez pośredników,ponad tydzień temu,6,https://adresowo.pl/o/mieszkanie-lodz-radogoszcz-4-pokojowe-85-m2-g8u0m3,https://s2.adresowa.pl/oi/56/59/3940f8_521c_cover-4-pokojowe-mieszkanie-lodz-radogoszcz.jpg
Łódź Bałuty,ul. Pasieczna,2,42,301182,7100,Bez pośredników,ponad tydzień temu,5,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-pasieczna-2-pokojowe-a3j1o9,https://s2.adresowa.pl/oi/38/66/393fbe_51a4_cover-2-pokojowe-mieszkanie-lodz-baluty-ul-pasieczna.jpg
