id,url,date_posted,photos,locality,street,property_type,rooms,area_m2,owner_direct,price_total_zl,price_per_m2_zl,price_total_zl_cleaned,price_per_m2_zl_cleaned,area_m2_cleaned,city
3691018,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-kamienna-3-pokojowe-v8t1z1,ponad tydzień temu,12.0,Wrocław Krzyki,ul. Kamienna,Mieszkanie,3,55,True,795 000,14 455zł / m²,795000.0,14455.0,55.0,Wrocław
3690978,https://adresowo.pl/o/mieszkanie-wroclaw-partynice-ul-kawalerzystow-2-pokojowe-z5k1g0,ponad tydzień temu,18.0,Wrocław Partynice,ul. Kawalerzystów,Mieszkanie,2,51,True,700 000,13 739zł / m²,700000.0,13739.0,51.0,Wrocław
3690574,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-al-wisniowa-3-pokojowe-j2z5l0,ponad tydzień temu,13.0,Wrocław Krzyki,al. Wiśniowa,Mieszkanie,3,67,True,1 069 000,15 955zł / m²,1069000.0,15955.0,67.0,Wrocław
3690240,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-siostrzana-2-pokojowe-e7f7v4,ponad tydzień temu,4.0,Wrocław Krzyki,ul. Siostrzana,Mieszkanie,2,49,True,650 000,13 265zł / m²,650000.0,13265.0,49.0,Wrocław
3689894,https://adresowo.pl/o/mieszkanie-wroclaw-fabryczna-ul-trawowa-3-pokojowe-w6l9e1,ponad tydzień temu,8.0,Wrocław Fabryczna,ul. Trawowa,Mieszkanie,3,68,True,769 000,11 309zł / m²,769000.0,11309.0,68.0,Wrocław
3689472,https://adresowo.pl/o/mieszkanie-wroclaw-poswietne-ul-pakoslawska-1-pokoj-q7i1x8,ponad tydzień temu,25.0,Wrocław Poświętne,ul. Pakosławska,Mieszkanie,1,34,True,498 000,14 756zł / m²,498000.0,14756.0,34.0,Wrocław
3689482,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-cukrowa-3-pokojowe-y4q1p0,ponad tydzień temu,12.0,Wrocław Krzyki,ul. Cukrowa,Mieszkanie,3,64,True,799 000,12 516zł / m²,799000.0,12516.0,64.0,Wrocław
3689470,https://adresowo.pl/o/mieszkanie-wroclaw-klecina-ul-marchewkowa-2-pokojowe-x8j3i7,ponad tydzień temu,10.0,Wrocław Klecina,ul. Marchewkowa,Mieszkanie,2,44,True,549 900,12 441zł / m²,549900.0,12441.0,44.0,Wrocław
3689064,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-pabianicka-2-pokojowe-p9k2b8,ponad tydzień temu,16.0,Wrocław Krzyki,ul. Pabianicka,Mieszkanie,2,37,True,669 000,17 878zł / m²,669000.0,17878.0,37.0,Wrocław
3689040,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-pabianicka-1-pokoj-x3p5e9,ponad tydzień temu,13.0,Wrocław Krzyki,ul. Pabianicka,Mieszkanie,1,27,True,525 000,19 437zł / m²,525000.0,19437.0,27.0,Wrocław
3688618,https://adresowo.pl/o/mieszkanie-wroclaw-ksieze-male-ul-rybnicka-2-pokojowe-w1y8r5,ponad tydzień temu,16.0,Wrocław Księże Małe,ul. Rybnicka,Mieszkanie,2,46,True,695 000,15 109zł / m²,695000.0,15109.0,46.0,Wrocław
3687858,https://adresowo.pl/o/mieszkanie-wroclaw-psie-pole-ul-sycowska-2-pokojowe-t6v4n4,ponad miesiąc temu,10.0,Wrocław Psie Pole,ul. Sycowska,Mieszkanie,2,47,True,499 000,10 617zł / m²,499000.0,10617.0,47.0,Wrocław
3687482,https://adresowo.pl/o/mieszkanie-wroclaw-srodmiescie-2-pokojowe-42-m2-k4r2i7,ponad miesiąc temu,8.0,Wrocław Śródmieście,,Mieszkanie,2,42,True,490 000,11 667zł / m²,490000.0,11667.0,42.0,Wrocław
3686236,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-przystankowa-4-pokojowe-i5n7m3,ponad miesiąc temu,8.0,Wrocław Krzyki,ul. Przystankowa,Mieszkanie,4,74,True,920 000,12 432zł / m²,920000.0,12432.0,74.0,Wrocław
3686104,https://adresowo.pl/o/mieszkanie-wroclaw-srodmiescie-ul-malopanewska-4-pokojowe-a7z5i7,ponad miesiąc temu,20.0,Wrocław Śródmieście,ul. Małopanewska,Mieszkanie,4,63,True,1 156 250,18 500zł / m²,1156250.0,18500.0,63.0,Wrocław
3685908,https://adresowo.pl/o/mieszkanie-wroclaw-ul-gajowicka-2-pokojowe-r6j4v8,ponad miesiąc temu,13.0,Wrocław,ul. Gajowicka,Mieszkanie,2,32,True,485 000,14 955zł / m²,485000.0,14955.0,32.0,Wrocław
3685866,https://adresowo.pl/o/mieszkanie-wroclaw-nowy-dwor-3-pokojowe-82-m2-g2w6n9,ponad miesiąc temu,8.0,Wrocław Nowy Dwór,,Mieszkanie,3,82,True,869 000,10 598zł / m²,869000.0,10598.0,82.0,Wrocław
3685412,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-kawalerzystow-2-pokojowe-k5b2l1,ponad miesiąc temu,8.0,Wrocław Krzyki,ul. Kawalerzystów,Mieszkanie,2,62,True,619 000,9 984zł / m²,619000.0,9984.0,62.0,Wrocław
3685396,https://adresowo.pl/o/mieszkanie-wroclaw-srodmiescie-ul-gen-romualda-traugutta-1-pokoj-e0a6m3,ponad miesiąc temu,6.0,Wrocław Śródmieście,ul. gen. Romualda Traugutta,Mieszkanie,1,33,True,499 000,15 354zł / m²,499000.0,15354.0,33.0,Wrocław
3685170,https://adresowo.pl/o/mieszkanie-wroclaw-gajowice-ul-icchaka-lejba-pereca-2-pokojowe-u5l8r6,ponad miesiąc temu,13.0,Wrocław Gajowice,ul. Icchaka Lejba Pereca,Mieszkanie,2,52,True,550 000,10 577zł / m²,550000.0,10577.0,52.0,Wrocław
3684738,https://adresowo.pl/o/mieszkanie-wroclaw-srodmiescie-ul-piotra-czajkowskiego-2-pokojowe-m2x4x1,ponad miesiąc temu,7.0,Wrocław Śródmieście,ul. Piotra Czajkowskiego,Mieszkanie,2,48,True,569 000,11 854zł / m²,569000.0,11854.0,48.0,Wrocław
3684710,https://adresowo.pl/o/mieszkanie-wroclaw-zakrzow-ul-gen-leopolda-okulickiego-1-pokoj-x3c1i1,ponad miesiąc temu,7.0,Wrocław Zakrzów,ul. gen. Leopolda Okulickiego,Mieszkanie,1,23,True,279 000,12 345zł / m²,279000.0,12345.0,23.0,Wrocław
3684698,https://adresowo.pl/o/mieszkanie-wroclaw-stare-miasto-ul-grabiszynska-3-pokojowe-q2l4j4,ponad miesiąc temu,8.0,Wrocław Stare Miasto,ul. Grabiszyńska,Mieszkanie,3,48,True,649 000,13 521zł / m²,649000.0,13521.0,48.0,Wrocław
3684630,https://adresowo.pl/o/mieszkanie-wroclaw-psie-pole-ul-gorczycowa-2-pokojowe-g7f6y9,ponad miesiąc temu,8.0,Wrocław Psie Pole,ul. Gorczycowa,Mieszkanie,2,51,True,750 000,14 706zł / m²,750000.0,14706.0,51.0,Wrocław
3684356,https://adresowo.pl/o/mieszkanie-wroclaw-psie-pole-ul-henryka-michala-kamienskiego-4-pokojowe-g3c6c8,ponad miesiąc temu,7.0,Wrocław Psie Pole,ul. Henryka Michała Kamieńskiego,Mieszkanie,4,79,True,649 000,8 257zł / m²,649000.0,8257.0,79.0,Wrocław
3684316,https://adresowo.pl/o/mieszkanie-wroclaw-fabryczna-ul-brzezinska-3-pokojowe-l4y0m4,ponad miesiąc temu,20.0,Wrocław Fabryczna,ul. Brzezińska,Mieszkanie,3,70,True,899 000,12 907zł / m²,899000.0,12907.0,70.0,Wrocław
3660686,https://adresowo.pl/o/mieszkanie-wroclaw-gajowice-ul-lwowska-1-pokoj-g6i0b8,ponad miesiąc temu,15.0,Wrocław Gajowice,ul. Lwowska,Mieszkanie,1,25,True,355 000,14 200zł / m²,355000.0,14200.0,25.0,Wrocław
3683876,https://adresowo.pl/o/mieszkanie-wroclaw-srodmiescie-ul-jednosci-narodowej-3-pokojowe-y3g9x4,ponad miesiąc temu,8.0,Wrocław Śródmieście,ul. Jedności Narodowej,Mieszkanie,3,59,True,620 000,10 508zł / m²,620000.0,10508.0,59.0,Wrocław
3683250,https://adresowo.pl/o/mieszkanie-wroclaw-stare-miasto-ul-lucjana-siemienskiego-2-pokojowe-v4k8r7,ponad miesiąc temu,5.0,Wrocław Stare Miasto,ul. Lucjana Siemieńskiego,Mieszkanie,2,60,True,668 000,11 133zł / m²,668000.0,11133.0,60.0,Wrocław
3681520,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-konduktorska-3-pokojowe-j9o5j2,ponad miesiąc temu,7.0,Wrocław Krzyki,ul. Konduktorska,Mieszkanie,3,52,True,850 000,16 346zł / m²,850000.0,16346.0,52.0,Wrocław
3681364,https://adresowo.pl/o/mieszkanie-wroclaw-kuzniki-ul-sarbinowska-2-pokojowe-u9b4k7,ponad miesiąc temu,24.0,Wrocław Kuźniki,ul. Sarbinowska,Mieszkanie,2,55,True,556 000,10 133zł / m²,556000.0,10133.0,55.0,Wrocław
3680128,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-powstancow-slaskich-2-pokojowe-j0l7g8,ponad miesiąc temu,6.0,Wrocław Krzyki,ul. Powstańców Śląskich,Mieszkanie,2,47,True,585 000,12 447zł / m²,585000.0,12447.0,47.0,Wrocław
3680078,https://adresowo.pl/o/mieszkanie-wroclaw-srodmiescie-ul-szpitalna-3-pokojowe-r6t6g9,ponad miesiąc temu,10.0,Wrocław Śródmieście,ul. Szpitalna,Mieszkanie,3,48,True,525 000,10 938zł / m²,525000.0,10938.0,48.0,Wrocław
3679904,https://adresowo.pl/o/mieszkanie-wroclaw-psie-pole-ul-olsztynska-4-pokojowe-t0k0e5,ponad miesiąc temu,8.0,Wrocław Psie Pole,ul. Olsztyńska,Mieszkanie,4,105,True,2 299 777,21 903zł / m²,2299777.0,21903.0,105.0,Wrocław
3679174,https://adresowo.pl/o/mieszkanie-wroclaw-srodmiescie-ul-olbinska-2-pokojowe-h8f6p2,ponad miesiąc temu,8.0,Wrocław Śródmieście,ul. Ołbińska,Mieszkanie,2,50,True,600 000,12 000zł / m²,600000.0,12000.0,50.0,Wrocław
3679140,https://adresowo.pl/o/mieszkanie-wroclaw-fabryczna-ul-zelazna-1-pokoj-v2p4p6,ponad miesiąc temu,8.0,Wrocław Fabryczna,ul. Żelazna,Mieszkanie,1,25,True,450 000,18 233zł / m²,450000.0,18233.0,25.0,Wrocław
3678884,https://adresowo.pl/o/mieszkanie-wroclaw-sepolno-ul-piotra-wysockiego-3-pokojowe-f4f4b2,ponad miesiąc temu,19.0,Wrocław Sępolno,ul. Piotra Wysockiego,Mieszkanie,3,63,True,849 000,13 577zł / m²,849000.0,13577.0,63.0,Wrocław
3678112,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-pawia-3-pokojowe-a5l3y4,ponad miesiąc temu,7.0,Wrocław Krzyki,ul. Pawia,Mieszkanie,3,49,True,463 125,9 500zł / m²,463125.0,9500.0,49.0,Wrocław
3676978,https://adresowo.pl/o/mieszkanie-wroclaw-stare-miasto-ul-lubuska-3-pokojowe-f6a7i8,ponad miesiąc temu,8.0,Wrocław Stare Miasto,ul. Lubuska,Mieszkanie,3,54,True,695 000,12 870zł / m²,695000.0,12870.0,54.0,Wrocław
3676932,https://adresowo.pl/o/mieszkanie-wroclaw-psie-pole-ul-adama-jerzego-czartoryskiego-2-pokojowe-d8q7m5,ponad miesiąc temu,8.0,Wrocław Psie Pole,ul. Adama Jerzego Czartoryskiego,Mieszkanie,2,42,True,560 000,13 471zł / m²,560000.0,13471.0,42.0,Wrocław
3675068,https://adresowo.pl/o/mieszkanie-wroclaw-stare-miasto-ul-tadeusza-kosciuszki-4-pokojowe-q2x1r2,ponad miesiąc temu,14.0,Wrocław Stare Miasto,ul. Tadeusza Kościuszki,Mieszkanie,4,66,True,990 000,15 000zł / m²,990000.0,15000.0,66.0,Wrocław
3675542,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-sliczna-2-pokojowe-x4n0j7,ponad miesiąc temu,12.0,Wrocław Krzyki,ul. Śliczna,Mieszkanie,2,53,True,589 000,11 022zł / m²,589000.0,11022.0,53.0,Wrocław
3675536,https://adresowo.pl/o/mieszkanie-wroclaw-grabiszyn-ul-inzynierska-2-pokojowe-k3j3y0,ponad miesiąc temu,14.0,Wrocław Grabiszyn,ul. Inżynierska,Mieszkanie,2,35,True,539 000,15 489zł / m²,539000.0,15489.0,35.0,Wrocław
3674830,https://adresowo.pl/o/mieszkanie-wroclaw-grabiszyn-al-gen-jozefa-hallera-2-pokojowe-z7d8d8,ponad miesiąc temu,8.0,Wrocław Grabiszyn,al. gen. Józefa Hallera,Mieszkanie,2,51,True,595 000,11 667zł / m²,595000.0,11667.0,51.0,Wrocław
3674298,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-szczesliwa-3-pokojowe-w2d4u1,ponad miesiąc temu,20.0,Wrocław Krzyki,ul. Szczęśliwa,Mieszkanie,3,71,True,699 000,9 845zł / m²,699000.0,9845.0,71.0,Wrocław
3674128,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-przestrzenna-2-pokojowe-r7z1k0,ponad miesiąc temu,1.0,Wrocław Krzyki,ul. Przestrzenna,Mieszkanie,2,52,True,590 000,11 346zł / m²,590000.0,11346.0,52.0,Wrocław
3673136,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-gajowicka-2-pokojowe-w5f3c7,ponad miesiąc temu,16.0,Wrocław Krzyki,ul. Gajowicka,Mieszkanie,2,33,True,520 000,15 758zł / m²,520000.0,15758.0,33.0,Wrocław
3672222,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-lodzka-2-pokojowe-q8s0i5,ponad miesiąc temu,16.0,Wrocław Krzyki,ul. Łódzka,Mieszkanie,2,51,True,639 000,12 529zł / m²,639000.0,12529.0,51.0,Wrocław
3672002,https://adresowo.pl/o/mieszkanie-wroclaw-psie-pole-ul-pakoslawska-2-pokojowe-p4m0n5,ponad miesiąc temu,13.0,Wrocław Psie Pole,ul. Pakosławska,Mieszkanie,2,46,True,639 000,13 891zł / m²,639000.0,13891.0,46.0,Wrocław
3671952,https://adresowo.pl/o/mieszkanie-wroclaw-gajowice-ul-kwasna-3-pokojowe-m9d1j6,ponad miesiąc temu,16.0,Wrocław Gajowice,ul. Kwaśna,Mieszkanie,3,79,True,1 498 014,18 900zł / m²,1498014.0,18900.0,79.0,Wrocław
3671276,https://adresowo.pl/o/mieszkanie-wroclaw-jagodno-ul-stanislawa-drabika-4-pokojowe-j2y3s9,ponad miesiąc temu,20.0,Wrocław Jagodno,ul. Stanisława Drabika,Mieszkanie,4,89,True,1 435 798,16 100zł / m²,1435798.0,16100.0,89.0,Wrocław
3670922,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-drukarska-1-pokoj-n4z8h4,ponad miesiąc temu,3.0,Wrocław Krzyki,ul. Drukarska,Mieszkanie,1,31,True,460 000,14 744zł / m²,460000.0,14744.0,31.0,Wrocław
3670726,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-szarugi-3-pokojowe-n3c1f9,ponad miesiąc temu,14.0,Wrocław Krzyki,ul. Szarugi,Mieszkanie,3,73,True,935 000,12 897zł / m²,935000.0,12897.0,73.0,Wrocław
3670684,https://adresowo.pl/o/mieszkanie-wroclaw-srodmiescie-ul-jednosci-narodowej-3-pokojowe-o2k6k7,ponad miesiąc temu,4.0,Wrocław Śródmieście,ul. Jedności Narodowej,Mieszkanie,3,85,True,970 000,11 412zł / m²,970000.0,11412.0,85.0,Wrocław
3670486,https://adresowo.pl/o/mieszkanie-wroclaw-oltaszyn-ul-ulanska-3-pokojowe-y5q1n7,ponad miesiąc temu,8.0,Wrocław Ołtaszyn,ul. Ułańska,Mieszkanie,3,75,True,1 150 000,15 333zł / m²,1150000.0,15333.0,75.0,Wrocław
3670324,https://adresowo.pl/o/mieszkanie-wroclaw-fabryczna-ul-uciechowska-3-pokojowe-r0x8f2,ponad miesiąc temu,23.0,Wrocław Fabryczna,ul. Uciechowska,Mieszkanie,3,65,True,1 170 000,17 950zł / m²,1170000.0,17950.0,65.0,Wrocław
3670298,https://adresowo.pl/o/mieszkanie-wroclaw-srodmiescie-ul-kard-stefana-wyszynskiego-2-pokojowe-y1q3h9,ponad miesiąc temu,16.0,Wrocław Śródmieście,ul. kard. Stefana Wyszyńskiego,Mieszkanie,2,34,True,490 000,14 327zł / m²,490000.0,14327.0,34.0,Wrocław
3670292,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-gajowa-2-pokojowe-p3r3g2,ponad miesiąc temu,8.0,Wrocław Krzyki,ul. Gajowa,Mieszkanie,2,78,True,620 000,7 949zł / m²,620000.0,7949.0,78.0,Wrocław
3668806,https://adresowo.pl/o/mieszkanie-wroclaw-stablowice-ul-lomnicka-2-pokojowe-a0e9u2,ponad miesiąc temu,10.0,Wrocław Stabłowice,ul. Łomnicka,Mieszkanie,2,51,True,725 000,14 216zł / m²,725000.0,14216.0,51.0,Wrocław
3668306,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-energetyczna-3-pokojowe-x0y1x2,ponad miesiąc temu,9.0,Wrocław Krzyki,ul. Energetyczna,Mieszkanie,3,38,True,499 000,13 132zł / m²,499000.0,13132.0,38.0,Wrocław
3668206,https://adresowo.pl/o/mieszkanie-wroclaw-stare-miasto-ul-odrzanska-2-pokojowe-r9v7t5,ponad miesiąc temu,5.0,Wrocław Stare Miasto,ul. Odrzańska,Mieszkanie,2,46,True,700 000,15 217zł / m²,700000.0,15217.0,46.0,Wrocław
3667254,https://adresowo.pl/o/mieszkanie-wroclaw-wojnow-ul-strachocinska-2-pokojowe-h0d5p9,ponad miesiąc temu,8.0,Wrocław Wojnów,ul. Strachocińska,Mieszkanie,2,41,True,546 000,13 188zł / m²,546000.0,13188.0,41.0,Wrocław
3666794,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-lwowska-3-pokojowe-j9z2g8,ponad miesiąc temu,8.0,Wrocław Krzyki,ul. Lwowska,Mieszkanie,3,74,True,719 000,9 716zł / m²,719000.0,9716.0,74.0,Wrocław
3666008,https://adresowo.pl/o/mieszkanie-wroclaw-oltaszyn-ul-orawska-3-pokojowe-p4x2f4,ponad miesiąc temu,7.0,Wrocław Ołtaszyn,ul. Orawska,Mieszkanie,3,54,True,690 000,12 778zł / m²,690000.0,12778.0,54.0,Wrocław
3665302,https://adresowo.pl/o/mieszkanie-wroclaw-fabryczna-ul-brazowa-3-pokojowe-a1f3w2,ponad miesiąc temu,6.0,Wrocław Fabryczna,ul. Brązowa,Mieszkanie,3,61,True,799 000,12 994zł / m²,799000.0,12994.0,61.0,Wrocław
3664952,https://adresowo.pl/o/mieszkanie-wroclaw-psie-pole-ul-kleczkowska-3-pokojowe-c8u7s7,ponad miesiąc temu,13.0,Wrocław Psie Pole,ul. Kleczkowska,Mieszkanie,3,84,True,930 000,11 071zł / m²,930000.0,11071.0,84.0,Wrocław
3664840,https://adresowo.pl/o/mieszkanie-wroclaw-psie-pole-ul-kowienska-4-pokojowe-h6s7h5,ponad miesiąc temu,12.0,Wrocław Psie Pole,ul. Kowieńska,Mieszkanie,4,76,True,890 000,11 711zł / m²,890000.0,11711.0,76.0,Wrocław
3663742,https://adresowo.pl/o/mieszkanie-wroclaw-srodmiescie-ul-tadeusza-kosciuszki-3-pokojowe-n1c0b3,ponad miesiąc temu,6.0,Wrocław Śródmieście,ul. Tadeusza Kościuszki,Mieszkanie,3,62,True,699 000,11 274zł / m²,699000.0,11274.0,62.0,Wrocław
3663096,https://adresowo.pl/o/mieszkanie-wroclaw-jagodno-ul-buforowa-1-pokoj-v7s2g1,ponad miesiąc temu,8.0,Wrocław Jagodno,ul. Buforowa,Mieszkanie,1,28,True,459 000,16 691zł / m²,459000.0,16691.0,28.0,Wrocław
3662898,https://adresowo.pl/o/mieszkanie-wroclaw-kleczkow-ul-kleczkowska-3-pokojowe-j2a1v5,ponad miesiąc temu,13.0,Wrocław Kleczków,ul. Kleczkowska,Mieszkanie,3,55,True,699 000,12 691zł / m²,699000.0,12691.0,55.0,Wrocław
3662860,https://adresowo.pl/o/mieszkanie-wroclaw-srodmiescie-ul-juliana-ursyna-niemcewicza-2-pokojowe-z6w9p5,ponad miesiąc temu,10.0,Wrocław Śródmieście,ul. Juliana Ursyna Niemcewicza,Mieszkanie,2,48,True,700 000,14 583zł / m²,700000.0,14583.0,48.0,Wrocław
3662844,https://adresowo.pl/o/mieszkanie-wroclaw-rozanka-ul-balkanska-3-pokojowe-g0i0g4,ponad miesiąc temu,19.0,Wrocław Różanka,ul. Bałkańska,Mieszkanie,3,60,True,895 000,14 917zł / m²,895000.0,14917.0,60.0,Wrocław
3662378,https://adresowo.pl/o/mieszkanie-wroclaw-stablowice-ul-jodlowicka-3-pokojowe-j5c9a8,ponad miesiąc temu,8.0,Wrocław Stabłowice,ul. Jodłowicka,Mieszkanie,3,60,True,790 000,13 167zł / m²,790000.0,13167.0,60.0,Wrocław
3661158,https://adresowo.pl/o/mieszkanie-wroclaw-biskupin-ul-wojciecha-gersona-2-pokojowe-o5r3s6,ponad miesiąc temu,8.0,Wrocław Biskupin,ul. Wojciecha Gersona,Mieszkanie,2,36,True,460 000,12 778zł / m²,460000.0,12778.0,36.0,Wrocław
3660048,https://adresowo.pl/o/mieszkanie-wroclaw-fabryczna-ul-stalowa-2-pokojowe-t3c4l6,ponad miesiąc temu,9.0,Wrocław Fabryczna,ul. Stalowa,Mieszkanie,2,68,True,790 000,11 669zł / m²,790000.0,11669.0,68.0,Wrocław
3659382,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-gen-kazimierza-pulaskiego-2-pokojowe-p2g5r3,ponad miesiąc temu,8.0,Wrocław Krzyki,ul. gen. Kazimierza Pułaskiego,Mieszkanie,2,38,True,650 000,17 105zł / m²,650000.0,17105.0,38.0,Wrocław
3658546,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-lodzka-4-pokojowe-w1r2x3,ponad miesiąc temu,12.0,Wrocław Krzyki,ul. Łódzka,Mieszkanie,4,64,True,699 999,10 975zł / m²,699999.0,10975.0,64.0,Wrocław
3658364,https://adresowo.pl/o/mieszkanie-wroclaw-srodmiescie-ul-tadeusza-kosciuszki-3-pokojowe-e9t8i6,ponad miesiąc temu,11.0,Wrocław Śródmieście,ul. Tadeusza Kościuszki,Mieszkanie,3,49,True,729 900,14 963zł / m²,729900.0,14963.0,49.0,Wrocław
3658356,https://adresowo.pl/o/mieszkanie-wroclaw-klecina-ul-sasiedzka-3-pokojowe-w5j3s9,ponad miesiąc temu,5.0,Wrocław Klecina,ul. Sąsiedzka,Mieszkanie,3,64,True,849 999,13 323zł / m²,849999.0,13323.0,64.0,Wrocław
3657426,https://adresowo.pl/o/mieszkanie-wroclaw-fabryczna-ul-lomnicka-3-pokojowe-v4r9h4,ponad miesiąc temu,,Wrocław Fabryczna,ul. Łomnicka,Mieszkanie,3,64,True,849 000,13 208zł / m²,849000.0,13208.0,64.0,Wrocław
3656990,https://adresowo.pl/o/mieszkanie-wroclaw-grabiszyn-al-gen-jozefa-hallera-3-pokojowe-o2t7b0,ponad miesiąc temu,11.0,Wrocław Grabiszyn,al. gen. Józefa Hallera,Mieszkanie,3,85,True,1 250 000,14 627zł / m²,1250000.0,14627.0,85.0,Wrocław
3657004,https://adresowo.pl/o/mieszkanie-wroclaw-szczepin-ul-zielonogorska-3-pokojowe-s1c9k9,ponad miesiąc temu,8.0,Wrocław Szczepin,ul. Zielonogórska,Mieszkanie,3,54,True,729 000,13 425zł / m²,729000.0,13425.0,54.0,Wrocław
3657002,https://adresowo.pl/o/mieszkanie-wroclaw-fabryczna-ul-budziszynska-3-pokojowe-w4h8z5,ponad miesiąc temu,14.0,Wrocław Fabryczna,ul. Budziszyńska,Mieszkanie,3,56,True,719 000,12 794zł / m²,719000.0,12794.0,56.0,Wrocław
3656910,https://adresowo.pl/o/mieszkanie-wroclaw-fabryczna-ul-honoriusza-balzaka-3-pokojowe-e2m7p3,ponad miesiąc temu,11.0,Wrocław Fabryczna,ul. Honoriusza Balzaka,Mieszkanie,3,84,True,1 100 000,13 095zł / m²,1100000.0,13095.0,84.0,Wrocław
3654818,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-wrobla-3-pokojowe-j8j0r3,ponad miesiąc temu,8.0,Wrocław Krzyki,ul. Wróbla,Mieszkanie,3,48,True,620 000,12 917zł / m²,620000.0,12917.0,48.0,Wrocław
3654490,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-piekna-3-pokojowe-l5l7a2,ponad miesiąc temu,13.0,Wrocław Krzyki,ul. Piękna,Mieszkanie,3,56,True,890 000,15 879zł / m²,890000.0,15879.0,56.0,Wrocław
3654332,https://adresowo.pl/o/mieszkanie-wroclaw-gajowice-ul-krucza-2-pokojowe-m8d0x1,ponad miesiąc temu,19.0,Wrocław Gajowice,ul. Krucza,Mieszkanie,2,35,True,619 000,17 808zł / m²,619000.0,17808.0,35.0,Wrocław
3653550,https://adresowo.pl/o/mieszkanie-wroclaw-zlotniki-ul-zlotnicka-2-pokojowe-f2n1q1,ponad miesiąc temu,20.0,Wrocław Złotniki,ul. Złotnicka,Mieszkanie,2,48,True,630 000,13 125zł / m²,630000.0,13125.0,48.0,Wrocław
3653368,https://adresowo.pl/o/mieszkanie-wroclaw-srodmiescie-ul-stefana-zeromskiego-3-pokojowe-p8a0l9,ponad miesiąc temu,10.0,Wrocław Śródmieście,ul. Stefana Żeromskiego,Mieszkanie,3,61,True,730 000,12 030zł / m²,730000.0,12030.0,61.0,Wrocław
3653088,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-johanna-straussa-3-pokojowe-j0b9q3,ponad miesiąc temu,13.0,Wrocław Krzyki,ul. Johanna Straussa,Mieszkanie,3,92,True,1 190 000,12 935zł / m²,1190000.0,12935.0,92.0,Wrocław
3614050,https://adresowo.pl/o/mieszkanie-wroclaw-stare-miasto-ul-krawiecka-1-pokoj-r5s9k6,ponad miesiąc temu,1.0,Wrocław Stare Miasto,ul. Krawiecka,Mieszkanie,1,25,True,398 000,15 920zł / m²,398000.0,15920.0,25.0,Wrocław
3646756,https://adresowo.pl/o/mieszkanie-wroclaw-oltaszyn-ul-motylkowa-2-pokojowe-y2z1m5,ponad miesiąc temu,8.0,Wrocław Ołtaszyn,ul. Motylkowa,Mieszkanie,2,52,True,658 000,12 654zł / m²,658000.0,12654.0,52.0,Wrocław
3650788,https://adresowo.pl/o/mieszkanie-wroclaw-huby-ul-borowska-2-pokojowe-u2m5b7,ponad miesiąc temu,1.0,Wrocław Huby,ul. Borowska,Mieszkanie,2,42,True,490 000,11 667zł / m²,490000.0,11667.0,42.0,Wrocław
3650152,https://adresowo.pl/o/mieszkanie-wroclaw-borek-ul-raclawicka-2-pokojowe-n9i7k3,ponad miesiąc temu,15.0,Wrocław Borek,ul. Racławicka,Mieszkanie,2,37,True,519 000,14 027zł / m²,519000.0,14027.0,37.0,Wrocław
3649414,https://adresowo.pl/o/mieszkanie-wroclaw-borek-ul-krzycka-3-pokojowe-d9g6w9,ponad miesiąc temu,11.0,Wrocław Borek,ul. Krzycka,Mieszkanie,3,70,True,869 000,12 464zł / m²,869000.0,12464.0,70.0,Wrocław
3649422,https://adresowo.pl/o/mieszkanie-wroclaw-zerniki-2-pokojowe-35-m2-o1m9v5,ponad miesiąc temu,19.0,Wrocław Żerniki,,Mieszkanie,2,35,True,559 000,15 804zł / m²,559000.0,15804.0,35.0,Wrocław
